fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.51,0.6921,0.2743,2.3981639990772483,0.0857005542732689,17.727425629265337,42.67,0.9934,3.23,0.55,13.77,10
9.16,0.4111,0.2473,2.669691445672252,0.0889212531429531,23.90522477952144,41.62,0.9986,3.14,0.68,9.77,8
7.28,0.6218,0.2246,1.8043644907799024,0.0657895067421421,19.16113562088145,62.78,0.9977,3.21,0.66,9.99,7
7.36,0.6074,0.2236,3.011042914596544,0.0856895893116379,16.264800823507507,31.05,0.9935,3.31,0.71,10.59,8
5.68,0.4979,0.3041,2.285743643292939,0.0896509681490907,19.994420097780026,34.52,1.0012,3.34,0.77,10.82,8
5.52,0.5875,0.293,1.7432306785593812,0.0546497199111893,15.713891653684616,37.25,0.9955,3.12,0.71,9.29,7
6.43,0.4916,0.2606,2.755036067118506,0.0608290497840205,19.524004603866743,28.58,0.994,3.38,0.65,11.65,8
6.81,0.7571,0.2687,1.8569560026257568,0.0638445056103551,16.997211373468165,33.87,0.9941,3.35,0.43,9.7,7
7.32,0.5088,0.2264,1.049260545633771,0.084237695865339,15.605630090240018,57.82,0.995,3.56,0.55,9.64,7
7.4,0.528,0.2634,4.072201430979075,0.069463744747398,7.114219480112773,38.6,0.9953,3.43,0.66,8.33,7
9.12,0.4874,0.3143,0.5322917894629091,0.0838676692201428,16.846121522947428,43.47,0.9948,3.15,0.65,12.74,9
7.27,0.3507,0.2246,0.8424339060911277,0.0702294783469822,16.79846769483654,29.86,0.9966,3.25,0.48,11.12,8
8.48,0.4937,0.2961,3.3293534938502134,0.1019486199237263,18.84489429316605,38.29,0.9985,3.55,0.55,10.01,8
7.15,0.5432,0.2469,2.763447142402161,0.0764051293328371,14.3738707267999,51.93,0.9947,3.06,0.67,8.35,7
8.94,0.6701,0.1936,1.9325662418839529,0.0597405502365491,16.641475842681555,34.51,0.9965,3.36,0.57,12.69,9
4.96,0.5692,0.3231,4.440783033545438,0.1126168861903254,12.46538222894378,58.45,0.9982,3.46,0.63,9.86,7
6.48,0.5011,0.2013,2.1056324768591,0.1213785158586898,22.854475552628557,44.04,0.995,3.39,0.63,10.0,7
8.38,0.526,0.2468,2.387557656604086,0.0954288401716246,12.453219700639332,54.51,0.9946,3.28,0.59,10.56,8
6.99,0.5527,0.3235,2.515557181200329,0.0892692865498694,12.155191635999795,49.78,0.9963,3.38,0.67,12.16,9
8.32,0.4821,0.2306,3.112418032700049,0.0794873882431943,15.239885967711658,47.77,0.9896,3.35,0.55,11.91,9
7.66,0.5882,0.3171,3.1905210460280538,0.0888943533044124,6.636174958246292,45.05,0.9959,3.27,0.59,10.23,8
8.34,0.6825,0.2476,3.862357967649501,0.0585617648197862,10.614603489561556,44.03,1.0001,3.36,0.59,11.87,9
7.94,0.4837,0.2653,2.032446294773262,0.0569556000794926,6.94437686341886,52.74,0.9951,3.27,0.47,10.98,8
8.01,0.6408,0.3642,2.4541320940552778,0.0916832347328419,23.27224789713229,33.35,0.9993,3.42,0.42,8.74,7
8.99,0.6076,0.3268,2.2004012412266425,0.0562642346100476,17.048067618427247,44.67,0.9968,3.35,0.55,9.41,8
8.38,0.5737,0.2743,1.17111166448524,0.1164095337768647,12.31295683183798,26.54,0.9955,3.25,0.4,10.37,8
8.39,0.5312,0.2373,2.1707650467748216,0.064299386927112,10.120088909726643,56.31,0.9965,3.38,0.75,9.79,8
7.22,0.5538,0.2713,2.832739039169347,0.0909508456042768,25.390727814454696,48.15,0.9969,3.15,0.68,10.61,8
6.5,0.4983,0.3525,2.614593944052583,0.0552205679874869,6.903835424984594,45.34,0.9947,3.26,0.62,10.48,8
6.41,0.7037,0.3786,3.928078163698785,0.0796255024813505,15.075027399943169,34.68,0.9931,3.53,0.63,15.02,10
8.1,0.4482,0.239,2.6986873582621573,0.0883562528063493,21.620044624119775,39.95,0.9955,3.32,0.46,9.99,8
4.27,0.6335,0.3422,1.5093970601915023,0.0714223148927006,11.865963578129824,44.68,0.9946,3.35,0.85,11.82,7
5.63,0.675,0.1911,1.984445841268974,0.0673770782530304,10.036401351640237,17.62,0.9972,3.33,0.7,9.41,7
6.04,0.4877,0.2994,1.683590672150128,0.0746056638965757,8.41555059298562,45.09,0.9974,3.27,0.59,10.95,8
6.9,0.6366,0.2887,1.899205051389264,0.1061084888489765,19.172926864588025,36.12,0.9951,3.26,0.65,8.89,7
4.04,0.5344,0.3221,2.4116195227009185,0.1002361797005718,11.442534444459156,53.69,0.997,3.23,0.47,11.52,7
8.71,0.5262,0.2284,3.262356450587192,0.1021228475275625,10.210555210927945,47.78,0.9968,3.38,0.56,9.78,8
7.92,0.5125,0.2773,3.36394186032072,0.1007764417205472,6.26071444338551,46.73,0.9915,3.26,0.62,9.78,8
9.58,0.3586,0.1769,1.5869916483741582,0.1103957358424408,11.708286920477414,51.86,0.9979,3.37,0.47,10.23,8
8.47,0.5748,0.2385,2.920436327927671,0.0962368982595181,18.971669850626043,48.87,0.9933,3.45,0.48,9.26,8
8.44,0.6644,0.2691,2.4317167924607883,0.0343696728888093,18.089045332894944,63.01,0.9955,3.31,0.51,13.78,10
9.9,0.4495,0.2797,2.14877592877562,0.0928596515439338,14.74424703101253,45.47,0.9992,3.29,0.56,12.64,10
6.51,0.6047,0.4096,1.8320771779226668,0.0890174029645879,12.107144107217374,54.45,0.9977,3.29,0.73,12.26,8
5.4,0.5115,0.2445,1.7643207101905396,0.0755734682312712,11.40550745649712,56.36,0.9933,3.25,0.64,12.92,9
6.92,0.4107,0.271,1.9681704880536612,0.0505477409091368,7.556695730270793,39.77,0.9961,3.26,0.64,10.33,8
6.21,0.6198,0.2124,3.543510578473403,0.0663856699297475,16.809951398748638,50.34,0.9961,3.36,0.44,12.67,9
6.89,0.6886,0.1757,3.4404581385638227,0.0733359016986493,15.54060749266299,46.58,0.9965,3.2,0.55,10.13,8
5.94,0.4406,0.3149,3.3298010169454386,0.0974981174025938,14.527711108562276,37.93,0.9933,3.36,0.46,8.6,7
7.88,0.5416,0.3153,0.2252879073989251,0.0943998282705364,16.501554765728752,50.21,1.0004,3.21,0.63,6.42,6
7.82,0.376,0.2012,3.743605852788383,0.0568093832579761,18.885694710078894,47.21,0.9969,3.31,0.55,14.56,10
7.17,0.5158,0.1855,2.8037199552078254,0.0921918260162553,17.949296893657667,66.99,0.9963,3.08,0.72,9.95,8
7.57,0.5686,0.2382,3.365912221355543,0.0416083621645251,5.066432058545576,48.37,0.9979,3.38,0.59,9.73,8
7.03,0.6953,0.3534,2.328736340063269,0.0714672967559367,13.300704882524316,49.99,0.9956,3.48,0.52,8.37,7
8.1,0.6758,0.1956,2.684752200110778,0.0796779561904791,16.50612301821678,53.75,0.9972,3.24,0.72,12.75,9
7.28,0.6842,0.3041,3.834531340973518,0.0949401967936523,14.675256980302995,45.25,0.9945,3.27,0.6,10.24,8
6.88,0.4673,0.2766,3.513471037295286,0.0748431643510813,11.967985166408283,42.31,0.9947,3.35,0.49,11.34,8
8.32,0.4955,0.2549,1.572884867123044,0.0912324373665838,13.856693285152971,41.27,0.9971,3.46,0.43,10.72,8
8.71,0.3536,0.2398,1.7051607819962085,0.0859070596631437,23.880560771598116,25.59,0.996,3.38,0.59,11.09,8
8.8,0.4485,0.2822,2.9488792952461447,0.089750769379492,21.65123437295476,36.73,0.9959,3.16,0.64,11.44,9
6.01,0.3748,0.2545,2.697899224570663,0.0932531786563563,15.401902842243889,57.35,0.9967,3.3,0.61,10.86,8
6.56,0.5566,0.25,1.6108371942282784,0.0743496046827286,13.029473582107387,47.47,0.9937,3.43,0.53,10.8,8
5.16,0.4503,0.2596,2.4419135736039044,0.0976225266533769,17.593540823560986,38.45,0.9908,3.46,0.6,10.21,7
6.91,0.4099,0.3256,1.818527981993244,0.111086954073228,19.686042665964884,53.4,0.9955,3.33,0.5,10.68,8
7.7,0.4845,0.2806,3.0838747046950576,0.0768103347211989,16.76489552908354,55.48,0.9933,3.29,0.51,11.07,8
7.04,0.4015,0.2734,4.774703378703392,0.0347516611581454,9.679203823994747,42.53,0.9967,3.31,0.41,10.65,8
9.52,0.5509,0.3391,1.5923331277024486,0.0931559547324611,15.264855125140029,64.66,0.9982,3.32,0.57,8.66,8
6.71,0.5484,0.2566,2.943052668951275,0.080441861733194,15.803926848672331,42.8,0.9956,3.33,0.66,10.72,8
5.89,0.4884,0.3416,2.9208814847329934,0.0896403183077547,9.524992892810008,37.96,0.9932,3.24,0.58,11.93,8
7.88,0.4469,0.2362,2.2993425452307745,0.0640687161726652,15.755779984162617,43.32,0.9957,3.24,0.59,9.46,8
7.38,0.3861,0.2966,2.1232599934240173,0.0707465643203198,18.09569755120928,43.21,0.9943,3.45,0.77,8.74,7
7.86,0.5755,0.2538,2.154875575719306,0.0811347434544329,17.7930423056038,45.68,0.9983,3.18,0.78,12.06,9
7.56,0.5429,0.2666,1.0361569944113094,0.0765050131924295,21.69079124071656,40.78,0.996,3.23,0.54,9.93,7
7.49,0.5664,0.2378,0.5247010973067519,0.0789083853552723,8.299929654245554,50.69,0.9984,3.42,0.62,8.47,7
4.65,0.4894,0.2552,1.6378733918188009,0.0701432494421451,16.251876873503274,28.92,0.9944,3.21,0.82,9.88,7
6.33,0.4982,0.235,1.896364380385981,0.0773884035620384,12.521928295891108,42.09,0.996,3.25,0.48,10.09,7
6.49,0.6642,0.2901,3.2464880416309603,0.093675437536949,19.31346472507593,38.68,0.9945,3.3,0.44,10.43,8
6.78,0.4599,0.2288,1.3988041585554642,0.0907531686462568,20.10232887875061,45.0,0.997,3.16,0.53,9.18,7
6.66,0.4887,0.2968,1.9763963302058276,0.05472019803545,8.314576829763185,20.19,0.9954,3.66,0.55,11.65,8
7.7,0.5944,0.3874,3.572510854806928,0.0842727918494262,13.208185012019658,44.67,0.9946,3.13,0.75,10.02,8
7.92,0.5503,0.1922,3.2957676771167663,0.0654196287927896,10.13089581740687,41.31,0.9932,3.41,0.51,9.5,8
5.84,0.3153,0.1514,2.978202825382533,0.0874715311955319,14.516242937402238,24.16,0.9977,3.46,0.49,11.27,8
8.02,0.3512,0.2206,3.604378205196215,0.1038389363854416,14.730290838334744,43.97,0.9972,3.24,0.91,8.57,7
7.9,0.4539,0.3072,5.154947295047869,0.0964229757937372,21.5303951709172,40.12,0.9949,3.27,0.55,12.37,10
7.76,0.611,0.2344,2.399773417374204,0.0668336145565263,17.473150237480198,54.2,0.9945,3.22,0.64,9.41,8
5.5,0.5872,0.2989,3.1102816865885026,0.0818594673115466,20.270763946449595,42.23,0.997,3.21,0.63,10.79,8
7.73,0.572,0.3175,2.370982972677569,0.0876777523448004,19.79637828524826,45.68,0.9985,3.39,0.69,11.78,8
7.3,0.5828,0.2574,2.316913430395907,0.0891074523404644,9.72657821876793,51.45,0.9888,3.23,0.61,11.94,9
8.35,0.4231,0.3142,1.6016816216225376,0.0628869554252082,15.256976321251292,46.65,0.9983,3.12,0.51,9.82,8
9.34,0.5801,0.1565,4.191708475527669,0.0905852318031901,19.75696141758528,35.88,0.9966,3.31,0.62,11.26,9
9.11,0.4279,0.3117,2.693052205905896,0.0863850976552897,21.94051484332116,48.43,0.997,3.32,0.65,10.83,9
7.34,0.6147,0.31,4.033969110668991,0.0608802078973748,18.759154254490863,41.58,0.9951,3.33,0.59,10.44,8
7.2,0.4689,0.265,2.8836431894970262,0.0872277393766485,6.428336066650978,35.85,0.994,3.11,0.58,11.57,8
7.96,0.5482,0.3202,1.6343773282891123,0.0710785622733779,17.22625789747062,43.03,0.9966,3.54,0.71,13.07,9
5.86,0.3326,0.342,2.517867595435701,0.0620457536035344,14.677744331224538,26.66,0.9927,3.39,0.49,9.02,7
5.46,0.3851,0.3666,3.147999499056253,0.0719979302810611,18.528921620314257,34.56,0.9986,3.2,0.68,8.93,7
6.63,0.6291,0.3671,2.7181416851066214,0.0609894498207254,11.488680011326563,26.73,0.997,3.19,0.63,10.78,8
8.66,0.5892,0.2728,0.6837129489976936,0.0656342123410487,15.445715094125354,39.64,0.994,3.27,0.67,11.65,9
6.8,0.3982,0.2629,2.517016409125321,0.1096158615307061,13.4237269205652,26.85,0.9972,3.43,0.56,12.89,9
9.0,0.6486,0.2661,2.1124448244026106,0.0540879709522727,21.38396085306397,43.42,0.993,3.38,0.68,12.85,9
3.85,0.4109,0.1363,2.0863469259100724,0.0956100578949228,18.07851662445939,50.35,0.9972,3.23,0.64,10.6,7
5.3,0.522,0.3049,1.1308896008469278,0.0893401636348626,13.75695117579843,48.34,0.9976,3.32,0.55,11.32,8
7.05,0.472,0.3875,4.388867121196887,0.1104627901676405,11.890099201511411,26.97,0.9961,3.45,0.44,11.19,9
8.27,0.4277,0.2983,3.483472603338894,0.1200261383479456,12.87971010841545,26.12,0.9972,3.31,0.38,8.52,7
7.12,0.6368,0.1989,1.672915108928285,0.0770992052675555,23.38654795592056,33.86,0.994,3.15,0.59,14.34,10
7.09,0.6885,0.2203,2.2766952060294363,0.0863331790751595,14.018777618593695,39.05,0.991,3.24,0.52,10.25,8
7.05,0.5378,0.2231,3.791836743753932,0.0812989811307061,25.133882645754834,24.95,0.9974,3.19,0.55,12.44,9
5.08,0.6726,0.3529,0.8746780742790823,0.0579434719074261,15.90701007607394,33.28,0.998,3.23,0.52,12.52,8
8.59,0.4919,0.2951,4.07643805616815,0.0712506361292849,9.2385366350528,33.33,0.9985,3.33,0.58,10.55,9
6.38,0.5308,0.3019,2.8630679668852856,0.1353679611080878,20.655286825314693,35.69,0.9957,3.41,0.59,10.85,8
8.51,0.5331,0.2877,2.975129074675428,0.0884734103684693,4.741238284950828,18.61,0.994,3.24,0.69,8.34,7
7.12,0.4043,0.2144,2.3395152687138507,0.0488758529937113,15.525853075199652,25.43,0.9911,3.34,0.51,13.88,10
8.48,0.5699,0.2228,2.9408547474623585,0.0926540965318565,26.66577325202355,34.6,1.0026,3.4,0.65,9.88,8
7.61,0.591,0.304,4.457967206918093,0.101080079189083,23.442948631583185,31.84,0.9974,3.29,0.49,12.54,9
7.07,0.5027,0.2743,2.610178192770987,0.0941677996683154,22.12996367504867,38.2,0.9968,3.12,0.33,8.19,7
7.47,0.3508,0.1771,1.8132772588812127,0.0508041409258075,19.8035058975861,35.26,0.9947,3.19,0.64,10.4,8
5.43,0.5568,0.3093,1.977105868167095,0.0852961402028651,21.04054673695925,41.05,0.9964,3.33,0.5,10.75,7
7.21,0.3685,0.3408,3.5443149591861545,0.047370446728849,10.850082788522158,24.46,0.9964,3.21,0.72,7.72,7
9.26,0.4389,0.2703,2.778174383094323,0.0750942136394668,19.029847691342987,37.81,0.9952,3.15,0.53,9.16,8
8.77,0.5331,0.2542,2.736284142257816,0.024258946884254,16.91501999981065,24.17,0.9967,3.1,0.56,6.95,7
6.02,0.443,0.3383,1.9510459754305003,0.0431822055077665,21.85458580456829,45.48,0.996,3.51,0.45,10.38,7
7.81,0.5454,0.2602,3.913055233368764,0.0866481299578998,23.3191205913728,49.73,0.9992,3.14,0.67,10.92,9
7.5,0.4974,0.2393,2.6305631011373185,0.1020253453055397,12.74490430705738,31.34,0.9927,3.35,0.66,9.15,7
8.18,0.357,0.1931,1.6931361747045297,0.0776837742344997,7.751048612627606,38.81,0.9952,3.46,0.63,10.11,8
7.31,0.5368,0.2454,0.7501755006701505,0.0936680021830519,15.218506949323734,44.51,0.9962,3.37,0.66,10.44,8
6.92,0.5787,0.3634,1.275477856337128,0.1176832615562571,22.535907419966804,36.53,0.9961,3.37,0.47,11.83,8
8.8,0.6212,0.3282,2.90759346128978,0.0597189852352177,7.852781017433587,41.05,0.9905,3.23,0.62,11.06,9
7.46,0.4833,0.276,1.6192721015035745,0.0926446557022359,13.88927850007501,31.84,0.9956,3.18,0.51,12.3,9
8.71,0.5139,0.2697,0.4690411278328019,0.1050548327645161,5.237294622906473,55.57,0.9971,3.4,0.73,10.58,8
8.37,0.3705,0.3195,1.659143669456832,0.0836341196363803,11.667286758211628,39.02,0.9905,3.31,0.55,10.07,8
6.81,0.7165,0.2751,2.352263917674723,0.0880685457258805,16.854415298234905,36.96,0.9986,3.34,0.67,12.26,9
7.0,0.6705,0.2068,3.092183177231989,0.0899055782941317,14.815047936249552,47.51,0.9974,3.27,0.66,11.78,8
9.52,0.5168,0.2772,0.032554525015195,0.0711980807491093,10.79637449328866,45.85,1.0005,3.31,0.47,8.04,7
7.43,0.5075,0.2788,2.449132593837809,0.1052401593746082,22.446658792618383,23.64,0.9942,3.46,0.49,9.41,7
6.29,0.227,0.2706,3.4000358998312006,0.0544487096012189,12.91480585576435,50.79,0.9942,3.13,0.6,8.04,7
5.76,0.6235,0.2829,1.632271825528617,0.0719332360893972,5.470993690717808,37.74,0.9936,3.42,0.72,11.19,8
8.37,0.5763,0.2354,1.9230403224181556,0.0826793386181313,24.73263937908336,21.79,0.9953,3.3,0.6,9.85,8
7.39,0.6013,0.2778,2.700872224431761,0.0988193119583768,20.342957610771617,37.4,0.9953,3.45,0.69,13.39,9
6.25,0.4795,0.1898,1.507685785541694,0.0578737126799039,16.562740230947522,30.05,0.9919,3.39,0.57,10.94,8
8.01,0.4731,0.224,1.5853772888004625,0.0986789056114945,10.17661355596678,44.26,0.994,3.25,0.56,12.42,9
7.39,0.3965,0.2578,2.3837997182008284,0.077571609517136,9.698634217018611,48.18,0.9976,3.44,0.69,11.35,9
5.21,0.5978,0.3001,2.6769723093497766,0.1002232837746064,15.627447548540768,40.04,0.9944,3.41,0.67,8.7,6
7.91,0.6452,0.2551,3.074860774838015,0.1233166347286185,15.755803314413823,33.95,0.9992,3.28,0.5,12.2,9
8.8,0.6324,0.292,2.516208742702024,0.0989669708986884,7.817835943670922,30.32,0.993,3.18,0.69,12.47,9
10.27,0.5387,0.3211,2.50268652983961,0.0866971089953832,10.010887302206603,44.21,0.9973,3.25,0.69,10.85,9
7.24,0.4873,0.391,2.7493870814916965,0.0870164102709883,17.42423450452745,38.56,0.9943,3.32,0.46,10.82,8
7.48,0.4148,0.2553,1.626010956163611,0.0928769690802755,8.698018320221905,26.7,0.9965,3.25,0.66,11.59,8
9.13,0.4498,0.2378,0.4024407295291712,0.092155677202301,20.51560885394709,47.46,0.9961,3.42,0.59,9.04,7
7.4,0.5668,0.2719,1.5982670390292468,0.0630662702543724,13.069397185759382,32.23,0.9971,3.27,0.73,12.17,9
7.53,0.4915,0.2799,2.013371973031002,0.084955109344819,20.70424856210892,45.8,0.9919,3.51,0.82,12.6,9
6.44,0.6841,0.2973,1.6815697454234604,0.0911778624831719,12.14311210198553,34.7,0.9973,3.45,0.73,10.29,8
5.53,0.6352,0.3106,1.361970912235306,0.0610269146228788,18.37792358835521,32.94,0.9962,3.45,0.48,11.67,8
8.3,0.4598,0.2559,3.5625923385176668,0.0778437244233789,16.224624445858336,41.71,0.9959,3.34,0.37,10.7,9
5.67,0.3984,0.3063,1.6689598659995992,0.0522195126291258,23.45822479829728,60.53,0.9987,3.38,0.53,9.97,7
8.57,0.4652,0.2741,2.1325810253704933,0.0272086388797521,11.74557871764057,44.35,0.9991,3.37,0.76,10.6,8
6.25,0.6265,0.3314,3.075272594818192,0.07600379263731,25.397866491896487,32.27,0.9991,3.23,0.68,10.58,8
7.52,0.4676,0.2561,2.9393508406003908,0.0735460506252947,22.22648497060504,48.13,0.9932,3.41,0.5,9.62,7
6.75,0.5746,0.277,1.7718478188043862,0.1105245639475765,11.659732085657351,37.21,0.998,3.41,0.61,8.57,7
8.61,0.4634,0.2835,1.611470374396499,0.0514390607697715,12.093995259912662,54.73,0.9952,3.53,0.65,11.06,8
7.56,0.5543,0.3266,2.4328942970663023,0.0919048246609221,16.810052191655448,25.02,0.9936,3.35,0.56,12.77,9
9.55,0.5728,0.2698,1.8071594462880696,0.0837615198654012,18.815715549172957,56.7,0.9957,3.35,0.62,8.98,8
5.9,0.6186,0.2182,2.369098134592256,0.1013807453306445,10.146467708873354,46.87,0.9934,3.38,0.44,10.12,7
7.7,0.6633,0.1852,1.6383503749372328,0.0714960790322113,8.87812266394539,30.9,0.9955,3.1,0.39,12.42,9
7.26,0.651,0.3217,2.915803973333861,0.0921067537903805,6.324508861176852,28.33,0.9975,3.35,0.58,10.58,8
7.54,0.467,0.302,1.0868722509252138,0.0602390334107604,22.64667697905902,49.63,0.9951,3.34,0.65,12.25,8
9.12,0.5053,0.3531,2.286481154123893,0.088985530102461,14.898946663807532,35.17,0.9967,3.25,0.51,11.67,9
7.9,0.4026,0.2746,2.79143061762653,0.0828550369850568,6.172613257288267,28.34,0.9987,3.27,0.54,11.16,8
5.82,0.4964,0.2743,2.7928201318049104,0.070151330583756,13.601526654551035,41.81,0.9967,3.14,0.7,9.33,7
7.84,0.5224,0.279,4.917832258164525,0.1028439301849619,19.090753864955506,45.3,0.9997,3.1,0.5,10.51,8
6.7,0.4796,0.2432,2.2706392808522846,0.0827102128887273,17.013546990293854,45.11,0.9968,3.29,0.69,9.62,7
6.63,0.4696,0.2348,2.6441463792673634,0.0940581644234754,24.467325015517435,28.37,0.9935,3.45,0.71,9.61,7
8.46,0.6232,0.2919,2.406933036207583,0.1111960708698873,16.01387920702321,33.77,0.9948,3.2,0.58,10.83,8
6.48,0.6107,0.329,4.405201555695719,0.1063530353873699,13.508882438037958,41.15,0.9959,3.4,0.57,10.54,8
6.74,0.5599,0.3002,3.507353872773331,0.1015078390456734,16.45895291737621,28.5,0.9965,3.28,0.46,8.65,7
7.24,0.3922,0.246,4.431466346252737,0.0759224615531167,22.625999019460775,37.85,0.998,3.3,0.66,13.99,10
8.34,0.5401,0.2912,1.9245880096726773,0.0869879463578778,18.295224175622035,39.94,0.994,3.38,0.54,10.31,8
7.9,0.4816,0.2788,2.665389604973318,0.0910872888386857,14.369772563407215,40.08,0.9955,3.27,0.54,9.72,8
6.92,0.6516,0.2418,2.5512400214945967,0.0970635376073779,9.741307220332851,20.45,0.9967,3.28,0.45,9.3,7
6.87,0.3398,0.2089,1.348436042596172,0.0915817347152483,14.255835072571692,35.27,0.9967,3.2,0.72,12.0,9
5.81,0.4641,0.2285,2.843912908286274,0.0689934913257759,8.469027723895728,32.69,0.9997,3.39,0.65,10.81,8
6.29,0.4613,0.3298,1.5115973469996336,0.0752148865687803,17.098206260032995,33.11,0.9925,3.34,0.58,13.54,9
6.41,0.4733,0.2827,3.5539363940671453,0.0760997577862161,17.0509827695956,54.32,0.9972,3.46,0.64,11.67,9
7.02,0.6158,0.2395,2.2909058432168856,0.0724985254667839,10.044097028215068,44.66,0.9966,3.26,0.53,7.38,6
9.58,0.2848,0.2738,0.9792317850161264,0.0953817926956989,11.024409193476252,34.81,0.9966,3.42,0.69,11.5,9
6.39,0.4992,0.3005,1.9402627576848464,0.0444243478392866,19.16508021734755,53.54,0.9992,3.23,0.58,7.86,6
6.85,0.6051,0.243,2.54701100604132,0.0677574910878048,14.787365732801945,54.55,0.9948,3.51,0.57,8.75,7
4.74,0.618,0.2317,4.246120345009294,0.073845625694915,17.722371797030764,38.34,0.9932,3.29,0.52,9.04,7
7.92,0.4651,0.1812,3.3675538865015118,0.1052166722951404,12.032091134390193,32.29,0.993,3.29,0.67,11.53,9
5.31,0.452,0.3244,2.5926544210691884,0.0603411431537165,10.996413317079028,45.44,0.9949,3.34,0.68,11.21,8
6.11,0.5546,0.2994,3.376130788520428,0.0904214972787305,13.515438961513986,25.52,0.9966,3.49,0.51,8.39,7
8.45,0.5351,0.3035,2.671808599527964,0.0823728797365744,9.110153123902844,41.58,0.9961,3.4,0.67,10.02,8
4.67,0.5269,0.2981,1.610147914392447,0.066827778879989,12.11728117116558,36.01,0.9993,3.43,0.6,12.54,8
7.32,0.1399,0.1686,2.913033336630689,0.1215142662922295,19.747501351944504,22.61,0.9935,3.4,0.44,10.94,8
8.16,0.4073,0.2755,3.3603122449471803,0.0942545886132715,11.816142959263368,53.54,0.9961,3.39,0.78,9.32,8
9.03,0.4337,0.2925,5.550754934723058,0.0700373367804756,22.859119745519024,29.47,0.9942,3.32,0.63,9.69,9
6.1,0.5843,0.2735,2.796551611821993,0.1036168560248018,19.736181641011942,16.56,0.9944,3.24,0.54,11.2,8
6.45,0.3759,0.1524,2.0181571931276743,0.0808258765303139,19.4426887252058,37.27,0.997,3.44,0.43,10.91,8
9.37,0.4153,0.2638,3.4307865165274096,0.0563114484284773,16.719396419075927,24.74,0.9979,3.38,0.54,12.41,10
7.17,0.5046,0.2571,3.189846662618065,0.0207935577904358,11.443418558791134,56.47,0.9959,3.28,0.59,10.84,8
6.32,0.3912,0.3219,4.081266267386798,0.0930426284819612,9.535008991367926,33.52,0.9945,3.21,0.58,9.13,7
6.34,0.5843,0.2648,3.2503671284052955,0.0882864441650962,9.299272949373533,61.22,0.9937,3.12,0.65,12.08,8
6.03,0.4809,0.244,0.7905322197951654,0.0624113307716746,16.01924576109777,20.97,0.9954,3.19,0.59,11.7,8
6.67,0.7033,0.244,2.439175004015527,0.0502854383927378,27.006307062036687,61.97,0.9956,3.21,0.47,13.42,9
8.51,0.457,0.3061,3.788574440328744,0.0650847968639179,17.375161188103576,37.64,0.9976,3.31,0.58,12.1,9
8.27,0.4624,0.3036,4.20979175846308,0.0696786903842451,22.509907724453832,35.6,0.9934,3.17,0.61,10.33,8
5.79,0.6004,0.2593,1.6686660862419294,0.089200051271569,14.251147352399146,38.09,0.9997,3.2,0.7,11.76,8
7.46,0.4545,0.2501,2.283975831065677,0.085557000389662,12.107840812092691,48.02,1.0017,3.31,0.6,9.15,7
6.72,0.6712,0.1549,3.1551686671684904,0.0717807960337164,18.989824192743583,30.7,0.9964,3.37,0.53,10.2,8
8.14,0.5683,0.1679,2.0910896187632746,0.0451282848472162,12.536301751225228,48.03,0.9964,3.09,0.6,11.78,9
7.01,0.4896,0.2282,2.242730444128717,0.0553479758932998,13.546102121333805,33.02,0.9965,3.22,0.47,10.16,8
7.65,0.5039,0.2628,3.410168621104716,0.111912319996209,15.486567657104857,33.12,0.9972,3.21,0.6,10.15,8
7.01,0.8051,0.2305,3.5141309534268013,0.0711089883808638,9.628178826904549,37.03,0.9943,3.3,0.6,9.68,8
4.58,0.5689,0.1943,3.642119102820231,0.1048101933563443,16.27723941849902,46.83,0.9963,3.43,0.69,9.71,7
7.26,0.535,0.2682,3.004778891520034,0.09814548753503,14.305796251828587,30.42,0.9957,3.29,0.78,11.65,9
5.67,0.5067,0.2689,1.4906629266743616,0.0468942464915763,8.484672533115397,58.92,0.9952,3.18,0.64,9.11,7
8.1,0.6237,0.3355,2.3628294203874547,0.0954891896727319,15.219499665961976,34.15,0.998,3.29,0.61,8.87,7
6.38,0.3682,0.2521,1.514715338472581,0.0591233269050631,18.56961122042177,61.78,0.9944,3.23,0.61,9.05,7
6.47,0.5019,0.2583,1.9919664712235807,0.0612883722498571,10.958901075824896,30.62,0.9979,3.45,0.61,12.58,8
7.19,0.2366,0.2341,3.0752253202281925,0.0959141119855153,26.56253402234985,63.39,0.9968,3.27,0.54,9.85,7
7.89,0.4667,0.4002,2.665885087504977,0.0692367638824124,8.65928596490022,50.44,0.9981,3.33,0.65,11.06,8
7.0,0.6048,0.3022,4.710038202902211,0.049080101839021,10.646690912284662,56.5,0.9958,3.17,0.59,11.89,9
9.17,0.6582,0.2286,2.763573694260016,0.0568205955948658,17.93034121642974,26.32,0.9952,3.14,0.56,9.95,8
9.18,0.5806,0.1715,2.909072230400433,0.0719258268983313,15.308228235395005,31.07,0.9959,3.11,0.66,12.72,10
9.26,0.584,0.2056,2.4724154029859835,0.0933493854717758,10.175488360471723,30.19,0.998,3.29,0.52,9.64,8
6.92,0.3484,0.224,3.271282218904775,0.0501834391643392,18.553605909429923,39.45,0.9989,3.19,0.66,11.11,8
